Clm champ;Clm day;Clm month;Clm year;Clm winner;0;0;0;0;0
Q31271499;5;2;2021;Q19559903;0;0;0;0;0
Q30333137;16;6;2021;Q563737;0;0;0;0;0
Q31271024;17;6;2021;Q26911840;0;0;0;0;0
Q45084575;12;2;2021;Q19519366;0;0;0;0;0
Q64691912;11;6;2021;Q101803141;0;0;0;0;0
Q30456396;17;6;2021;Q31277215;0;0;0;0;0
Q45084954;18;6;2021;Q105530301;0;0;0;0;0
Q55185811;26;6;2021;Q55185835;0;0;0;0;0
Q29034408;19;3;2021;Q106095492;0;0;0;0;0
Q31272638;16;6;2021;Q18393248;0;0;0;0;0
Q30332486;17;6;2021;Q14436717;0;0;0;0;0
Q31300263;18;6;2021;Q107416901;0;0;0;0;0
Q30584268;16;6;2021;Q30584542;0;0;0;0;0
Q45171898;17;6;2021;Q105529571;0;0;0;0;0
Q60883940;5;3;2021;Q27443416;0;0;0;0;0
Q30577837;16;6;2021;Q16225939;0;0;0;0;0
Q30349507;17;6;2021;Q23007713;0;0;0;0;0
Q45172978;18;6;2021;Q55776691;0;0;0;0;0
Q107382728;24;6;2021;Q101832212;0;0;0;0;0
Q107594992;24;6;2021;Q107595551;0;0;0;0;0
